7928	2048
1	-0.375000	-0.468750	-0.484375	1.000000
2	-0.375000	-0.468750	-0.453125	1.000000
3	-0.375000	-0.468750	-0.421875	1.000000
4	-0.375000	-0.468750	-0.390625	1.000000
5	-0.375000	-0.468750	-0.359375	1.000000
6	-0.375000	-0.468750	-0.328125	1.000000
7	-0.375000	-0.468750	-0.296875	1.000000
8	-0.375000	-0.468750	-0.265625	1.000000
9	-0.375000	-0.468750	-0.234375	1.000000
10	-0.375000	-0.468750	-0.203125	1.000000
11	-0.375000	-0.468750	-0.171875	1.000000
12	-0.375000	-0.468750	-0.140625	1.000000
13	-0.375000	-0.468750	-0.109375	1.000000
14	-0.375000	-0.468750	-0.078125	1.000000
15	-0.375000	-0.468750	-0.046875	1.000000
16	-0.375000	-0.468750	-0.015625	1.000000
17	-0.375000	-0.468750	0.015625	1.000000
18	-0.375000	-0.468750	0.046875	1.000000
19	-0.375000	-0.468750	0.078125	1.000000
20	-0.375000	-0.468750	0.109375	1.000000
21	-0.375000	-0.468750	0.140625	1.000000
22	-0.375000	-0.468750	0.171875	1.000000
23	-0.375000	-0.468750	0.203125	1.000000
24	-0.375000	-0.468750	0.234375	1.000000
25	-0.375000	-0.468750	0.265625	1.000000
26	-0.375000	-0.468750	0.296875	1.000000
27	-0.375000	-0.468750	0.328125	1.000000
28	-0.375000	-0.468750	0.359375	1.000000
29	-0.375000	-0.468750	0.390625	1.000000
30	-0.375000	-0.468750	0.421875	1.000000
31	-0.375000	-0.468750	0.453125	1.000000
32	-0.375000	-0.468750	0.484375	1.000000
33	-0.375000	-0.406250	-0.484375	1.000000
34	-0.375000	-0.406250	-0.453125	1.000000
35	-0.375000	-0.406250	-0.421875	1.000000
36	-0.375000	-0.406250	-0.390625	1.000000
37	-0.375000	-0.406250	-0.359375	1.000000
38	-0.375000	-0.406250	-0.328125	1.000000
39	-0.375000	-0.406250	-0.296875	1.000000
40	-0.375000	-0.406250	-0.265625	1.000000
41	-0.375000	-0.406250	-0.234375	1.000000
42	-0.375000	-0.406250	-0.203125	1.000000
43	-0.375000	-0.406250	-0.171875	1.000000
44	-0.375000	-0.406250	-0.140625	1.000000
45	-0.375000	-0.406250	-0.109375	1.000000
46	-0.375000	-0.406250	-0.078125	1.000000
47	-0.375000	-0.406250	-0.046875	1.000000
48	-0.375000	-0.406250	-0.015625	1.000000
49	-0.375000	-0.406250	0.015625	1.000000
50	-0.375000	-0.406250	0.046875	1.000000
51	-0.375000	-0.406250	0.078125	1.000000
52	-0.375000	-0.406250	0.109375	1.000000
53	-0.375000	-0.406250	0.140625	1.000000
54	-0.375000	-0.406250	0.171875	1.000000
55	-0.375000	-0.406250	0.203125	1.000000
56	-0.375000	-0.406250	0.234375	1.000000
57	-0.375000	-0.406250	0.265625	1.000000
58	-0.375000	-0.406250	0.296875	1.000000
59	-0.375000	-0.406250	0.328125	1.000000
60	-0.375000	-0.406250	0.359375	1.000000
61	-0.375000	-0.406250	0.390625	1.000000
62	-0.375000	-0.406250	0.421875	1.000000
63	-0.375000	-0.406250	0.453125	1.000000
64	-0.375000	-0.406250	0.484375	1.000000
65	-0.375000	-0.343750	-0.484375	1.000000
66	-0.375000	-0.343750	-0.453125	1.000000
67	-0.375000	-0.343750	-0.421875	1.000000
68	-0.375000	-0.343750	-0.390625	1.000000
69	-0.375000	-0.343750	-0.359375	1.000000
70	-0.375000	-0.343750	-0.328125	1.000000
71	-0.375000	-0.343750	-0.296875	1.000000
72	-0.375000	-0.343750	-0.265625	1.000000
73	-0.375000	-0.343750	-0.234375	1.000000
74	-0.375000	-0.343750	-0.203125	1.000000
75	-0.375000	-0.343750	-0.171875	1.000000
